freguesia,freguesia_codigo,tipo,titulo,datas,url_viewer,url_info
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00001,1860-01-06 – 1860-12-31,https://digitarq.arquivos.pt/fileViewer/734a3244db0d49c2886cb74df6c6e5c7?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/734a3244db0d49c2886cb74df6c6e5c7
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00002,1861-01-08 – 1861-12-16,https://digitarq.arquivos.pt/fileViewer/9b0f2931d77d4165aa5ee059e841ec26?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/9b0f2931d77d4165aa5ee059e841ec26
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00003,1862-01-01 – 1862-12-26,https://digitarq.arquivos.pt/fileViewer/822dd700d06c4b40a1fc25c5dd63f550?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/822dd700d06c4b40a1fc25c5dd63f550
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00004,1863-01-12 – 1863-12-29,https://digitarq.arquivos.pt/fileViewer/a962e045a7b54e4ca29c685780c8f869?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/a962e045a7b54e4ca29c685780c8f869
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00005,1864-05-10 – 1864-11-21,https://digitarq.arquivos.pt/fileViewer/ecbb890311784587abbe7066fdefb8ae?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/ecbb890311784587abbe7066fdefb8ae
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00006,1865-01-09 – 1865-12-28,https://digitarq.arquivos.pt/fileViewer/41c0be82697d4ee38b7bca10ca39529d?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/41c0be82697d4ee38b7bca10ca39529d
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00007,1866-01-24 – 1866-12-16,https://digitarq.arquivos.pt/fileViewer/2d70ee5f48ce497c999995bf135068d2?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/2d70ee5f48ce497c999995bf135068d2
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00008,1866-01-24 – 1866-12-16,https://digitarq.arquivos.pt/fileViewer/f565637c1ff3478cb4a17842692e13cd?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/f565637c1ff3478cb4a17842692e13cd
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00009,1867-01-29 – 1867-11-03,https://digitarq.arquivos.pt/fileViewer/53fd2f298bfc40a6bcd1efaa8065e28e?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/53fd2f298bfc40a6bcd1efaa8065e28e
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00010,1868-01-10 – 1868-12-31,https://digitarq.arquivos.pt/fileViewer/775eabae1093464583ed2076a3f7a17a?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/775eabae1093464583ed2076a3f7a17a
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00011,1869-01-04 – 1869-11-16,https://digitarq.arquivos.pt/fileViewer/e78b1382f2d1424fb5f42d5e51776c02?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/e78b1382f2d1424fb5f42d5e51776c02
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00012,1870-01-11 – 1870-12-14,https://digitarq.arquivos.pt/fileViewer/811f7382a5af458b9d83d08ede65ad77?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/811f7382a5af458b9d83d08ede65ad77
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00013,1871-01-16 – 1871-11-15,https://digitarq.arquivos.pt/fileViewer/90e6cf819e684390a2c7251c046029b8?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/90e6cf819e684390a2c7251c046029b8
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00014,1872-01-03 – 1872-12-23,https://digitarq.arquivos.pt/fileViewer/9ebcb2e4473a4fb9a14db130aa19fff9?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/9ebcb2e4473a4fb9a14db130aa19fff9
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00015,1873-01-16 – 1873-12-11,https://digitarq.arquivos.pt/fileViewer/e33e8b5e6bb64da98d6b612995658e72?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/e33e8b5e6bb64da98d6b612995658e72
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00016,1874-02-22 – 1874-12-18,https://digitarq.arquivos.pt/fileViewer/a1fc1f6e8fbb49d3905b969255094349?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/a1fc1f6e8fbb49d3905b969255094349
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00017,1875-05-18 – 1875-12-08,https://digitarq.arquivos.pt/fileViewer/a1696f1caae34d17a7e79bc8424b634e?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/a1696f1caae34d17a7e79bc8424b634e
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00018,1876-01-02 – 1876-11-21,https://digitarq.arquivos.pt/fileViewer/c119e0674e5b444d8c7845a6f810bfa4?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/c119e0674e5b444d8c7845a6f810bfa4
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00019,1877-01-18 – 1877-07-23,https://digitarq.arquivos.pt/fileViewer/d9a75a0fa1844ebf998935c210684762?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/d9a75a0fa1844ebf998935c210684762
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00020,1878-03-13 – 1878-12-09,https://digitarq.arquivos.pt/fileViewer/ecc4c7f6691f442a81a4bfddcbc2a318?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/ecc4c7f6691f442a81a4bfddcbc2a318
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00021,1879-01-29 – 1879-12-29,https://digitarq.arquivos.pt/fileViewer/05ca94e11fb44c84b8c8e28832381dbd?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/05ca94e11fb44c84b8c8e28832381dbd
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00022,1880-01-14 – 1880-12-26,https://digitarq.arquivos.pt/fileViewer/113835186ae54d5a821260c240befb05?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/113835186ae54d5a821260c240befb05
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00023,1881-03-13 – 1881-10-22,https://digitarq.arquivos.pt/fileViewer/1fcdbe723e4e4a2986ef46af817b4100?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/1fcdbe723e4e4a2986ef46af817b4100
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00024,1882-03-12 – 1882-08-13,https://digitarq.arquivos.pt/fileViewer/7b5fdef574c2410cbcdc1faab13dbb12?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/7b5fdef574c2410cbcdc1faab13dbb12
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00025,1883-01-10 – 1883-12-16,https://digitarq.arquivos.pt/fileViewer/9512f283829c49f599c0d027906eefaf?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/9512f283829c49f599c0d027906eefaf
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00026,1884-01-10 – 1884-12-15,https://digitarq.arquivos.pt/fileViewer/a4dd630924084ed5b7649791c87b2d13?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/a4dd630924084ed5b7649791c87b2d13
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00027,1885-01-29 – 1885-12-22,https://digitarq.arquivos.pt/fileViewer/6475e353b4a649eca53211e42990b492?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/6475e353b4a649eca53211e42990b492
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00028,1886-01-06 – 1886-11-26,https://digitarq.arquivos.pt/fileViewer/6135f7cae07f4fc8b0954bfc3f88b64a?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/6135f7cae07f4fc8b0954bfc3f88b64a
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00029,1887-01-31 – 1887-12-25,https://digitarq.arquivos.pt/fileViewer/ec8367e825ac4070bbda223d5a83ec1d?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/ec8367e825ac4070bbda223d5a83ec1d
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00030,1888-03-09 – 1888-12-22,https://digitarq.arquivos.pt/fileViewer/897115dfe2ee468bb9f50cf1180d0308?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/897115dfe2ee468bb9f50cf1180d0308
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00031,1889-02-13 – 1889-12-26,https://digitarq.arquivos.pt/fileViewer/6bd16624d1d84b628332238a58c6e1bc?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/6bd16624d1d84b628332238a58c6e1bc
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00032,1890-01-01 – 1890-10-24,https://digitarq.arquivos.pt/fileViewer/5ab1c218621d495eb437ff8d9e450bcb?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/5ab1c218621d495eb437ff8d9e450bcb
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00033,1891-02-09 – 1891-11-27,https://digitarq.arquivos.pt/fileViewer/8eeafa4159994f02b38aa3fc6f3f8935?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/8eeafa4159994f02b38aa3fc6f3f8935
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00034,1892-01-14 – 1892-12-10,https://digitarq.arquivos.pt/fileViewer/3454589ba0314a928e279c1e0919cf1b?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/3454589ba0314a928e279c1e0919cf1b
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00035,1893-01-25 – 1893-12-29,https://digitarq.arquivos.pt/fileViewer/3267a96628ad4fd299e32886497f837e?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/3267a96628ad4fd299e32886497f837e
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00036,1894-01-03 – 1894-12-16,https://digitarq.arquivos.pt/fileViewer/5174c1f35964498197c72accf70114e5?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/5174c1f35964498197c72accf70114e5
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00037,1895-01-02 – 1895-10-17,https://digitarq.arquivos.pt/fileViewer/4d9afc550b2946bfa6177139d5671d7f?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/4d9afc550b2946bfa6177139d5671d7f
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00038,1897-02-05 – 1897-12-22,https://digitarq.arquivos.pt/fileViewer/52a34f4dd26a4e2797832ecbb4163fbf?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/52a34f4dd26a4e2797832ecbb4163fbf
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00039,1898-01-21 – 1898-07-22,https://digitarq.arquivos.pt/fileViewer/a0626990281d48dda2a64a7bf7416ed9?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/a0626990281d48dda2a64a7bf7416ed9
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00040,1899-01-04 – 1899-12-19,https://digitarq.arquivos.pt/fileViewer/419fce2df5b2476ba49131ed893e2658?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/419fce2df5b2476ba49131ed893e2658
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00041,1900-01-14 – 1900-12-16,https://digitarq.arquivos.pt/fileViewer/5dbfaf6d4ad143ab8f742efd27f622f5?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/5dbfaf6d4ad143ab8f742efd27f622f5
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00042,1901-01-27 – 1901-10-14,https://digitarq.arquivos.pt/fileViewer/fdc96e3b43894d2f8e8bf11c9ba02c4c?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/fdc96e3b43894d2f8e8bf11c9ba02c4c
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00043,1902-01-27 – 1902-12-20,https://digitarq.arquivos.pt/fileViewer/4c0e3274872e487ea7c11d33eb4ea1b1?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/4c0e3274872e487ea7c11d33eb4ea1b1
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00044,1903-07-10 – 1903-11-05,https://digitarq.arquivos.pt/fileViewer/0373403f033648d18f045bee8a3731ed?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/0373403f033648d18f045bee8a3731ed
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00045,1904-01-15 – 1904-12-24,https://digitarq.arquivos.pt/fileViewer/bc6159256d37401988892c8c5a809b5c?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/bc6159256d37401988892c8c5a809b5c
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00046,1905-04-12 – 1905-12-27,https://digitarq.arquivos.pt/fileViewer/ae3665060cca4a27b3f0da820a95be3d?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/ae3665060cca4a27b3f0da820a95be3d
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00047,1906-01-26 – 1906-12-08,https://digitarq.arquivos.pt/fileViewer/2478100ed2134acc9874dcd5317f26e3?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/2478100ed2134acc9874dcd5317f26e3
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00048,1907-01-08 – 1907-12-18,https://digitarq.arquivos.pt/fileViewer/a5b86c7e8d1145ce8bd71e63a92b7b1e?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/a5b86c7e8d1145ce8bd71e63a92b7b1e
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00049,1908-02-18 – 1908-11-17,https://digitarq.arquivos.pt/fileViewer/ef922d35d5524033a02e12debe3621a2?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/ef922d35d5524033a02e12debe3621a2
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00050,1909-02-01 – 1909-10-31,https://digitarq.arquivos.pt/fileViewer/a6695286017349f2b64a5c8bc52611b3?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/a6695286017349f2b64a5c8bc52611b3
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00051,1910-03-01 – 1910-12-27,https://digitarq.arquivos.pt/fileViewer/2b39257e7805463490e8988d041fd4ae?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/2b39257e7805463490e8988d041fd4ae
Açores,clb01,Registos de óbitos,PT/ADGRD/PRQ/PCLB01/003/00052,1911-03-11 – 1911-03-18,https://digitarq.arquivos.pt/fileViewer/cd4ebd06c11d418ba553ba200b3f32bf?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/cd4ebd06c11d418ba553ba200b3f32bf
Açores,clb01,Registos de óbitos,"Após 1911, vigoram os livros do Registo Civil localizados a nível concelhio.",1911-04-01 –,/m/clb,
Aldeia da Serra,clb02,Registos de óbitos,PT/ADGRD/PRQ/PCLB02/003/00001,1809-12-25 – 1859-10-29,https://digitarq.arquivos.pt/fileViewer/6f06fc5cf2c74360a6d0473a1d70619a?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/6f06fc5cf2c74360a6d0473a1d70619a
Aldeia da Serra,clb02,Registos de óbitos,"Após 1911, vigoram os livros do Registo Civil localizados a nível concelhio.",1911-04-01 –,/m/clb,
Baraçal,clb03,Registos de óbitos,PT/TT/PRQ/PCLB03/003/O1,1766-01-01 – 1839-12-31,https://digitarq.arquivos.pt/fileViewer/2c7d2869191d4f98a031660925d7c144?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/2c7d2869191d4f98a031660925d7c144
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00001,1860-03-09 – 1867-10-22,https://digitarq.arquivos.pt/fileViewer/aae29adc6b0647b1af382c28ffec82c6?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/aae29adc6b0647b1af382c28ffec82c6
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00002,1868-06-26 – 1868-12-27,https://digitarq.arquivos.pt/fileViewer/dfa0517d40b54607b70cc8bbdc6fc046?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/dfa0517d40b54607b70cc8bbdc6fc046
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00003,1869-01-05 – 1869-12-30,https://digitarq.arquivos.pt/fileViewer/12e180f0afe7409a999de95ddddf2b66?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/12e180f0afe7409a999de95ddddf2b66
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00004,1870-02-25 – 1870-12-09,https://digitarq.arquivos.pt/fileViewer/4393a26473ca4e33984f0b4ddc778b56?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/4393a26473ca4e33984f0b4ddc778b56
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00005,1871-02-10 – 1871-12-17,https://digitarq.arquivos.pt/fileViewer/57f9432e9b8b4d64a207152a7ce52f79?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/57f9432e9b8b4d64a207152a7ce52f79
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00006,1872-05-15 – 1872-12-18,https://digitarq.arquivos.pt/fileViewer/6de12920db44413489f07a0fd2263766?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/6de12920db44413489f07a0fd2263766
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00007,1873-01-26 – 1873-12-29,https://digitarq.arquivos.pt/fileViewer/db47b8fe9c6c4fcbbb6711bd7ad7bb0d?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/db47b8fe9c6c4fcbbb6711bd7ad7bb0d
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00008,1874-01-05 – 1874-12-26,https://digitarq.arquivos.pt/fileViewer/331c8da0fdef455fa011563816f3844f?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/331c8da0fdef455fa011563816f3844f
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00009,1875-01-02 – 1875-10-04,https://digitarq.arquivos.pt/fileViewer/f13eca4adb36472495c8b9036fe921ed?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/f13eca4adb36472495c8b9036fe921ed
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00010,1876-01-18 – 1876-12-29,https://digitarq.arquivos.pt/fileViewer/5a1146156dfb4754ba543b2069be8f0f?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/5a1146156dfb4754ba543b2069be8f0f
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00011,1877-01-31 – 1877-12-03,https://digitarq.arquivos.pt/fileViewer/3a772158fd8b4108bae9a74a9fe4fd28?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/3a772158fd8b4108bae9a74a9fe4fd28
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00012,1878-03-13 – 1878-11-22,https://digitarq.arquivos.pt/fileViewer/5805138ece9545848d6243f1d8c8ab6a?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/5805138ece9545848d6243f1d8c8ab6a
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00013,1879-03-05 – 1879-12-30,https://digitarq.arquivos.pt/fileViewer/1f8792d3f7e8444abbd600ca0a7a072a?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/1f8792d3f7e8444abbd600ca0a7a072a
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00014,1880-01-03 – 1880-12-29,https://digitarq.arquivos.pt/fileViewer/1d2c9aad891142f28b5ed4f6f3d6356d?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/1d2c9aad891142f28b5ed4f6f3d6356d
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00015,1881-04-19 – 1881-10-21,https://digitarq.arquivos.pt/fileViewer/c4725e039d124ba5a1f57a558274d0f2?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/c4725e039d124ba5a1f57a558274d0f2
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00016,1882-01-05 – 1882-10-02,https://digitarq.arquivos.pt/fileViewer/e65f973685ca4a52a8620788c270dcc4?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/e65f973685ca4a52a8620788c270dcc4
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00017,1883-01-05 – 1883-12-25,https://digitarq.arquivos.pt/fileViewer/c1a355cbbced45df9c85e548f5728ede?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/c1a355cbbced45df9c85e548f5728ede
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00018,1884-08-17 – 1884-12-19,https://digitarq.arquivos.pt/fileViewer/da8283db4ac54c5f88a41a2a31edb7fe?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/da8283db4ac54c5f88a41a2a31edb7fe
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00019,1885-02-27 – 1885-12-09,https://digitarq.arquivos.pt/fileViewer/a462143b281f4049910d55d1d854b0ff?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/a462143b281f4049910d55d1d854b0ff
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00020,1886-01-05 – 1886-12-24,https://digitarq.arquivos.pt/fileViewer/c0dcc9721c084ba69f3061f8c7063cb8?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/c0dcc9721c084ba69f3061f8c7063cb8
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00021,1887-01-10 – 1887-12-20,https://digitarq.arquivos.pt/fileViewer/f0e25d850cce4a8b9e06381f364e6dd9?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/f0e25d850cce4a8b9e06381f364e6dd9
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00022,1888-02-07 – 1888-12-17,https://digitarq.arquivos.pt/fileViewer/0c25724f8d044d758fea0ff34e48ac98?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/0c25724f8d044d758fea0ff34e48ac98
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00023,1889-03-31 – 1889-12-28,https://digitarq.arquivos.pt/fileViewer/43920a55e09141258b386a146e6c0cbb?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/43920a55e09141258b386a146e6c0cbb
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00024,1890-01-30 – 1890-12-08,https://digitarq.arquivos.pt/fileViewer/74267ea3e39b48b19307e0e7f64e2287?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/74267ea3e39b48b19307e0e7f64e2287
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00025,1891-03-07 – 1891-12-31,https://digitarq.arquivos.pt/fileViewer/125d39c7fac74a9dbe45ca7c42792e59?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/125d39c7fac74a9dbe45ca7c42792e59
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00026,1892-01-19 – 1892-08-26,https://digitarq.arquivos.pt/fileViewer/0da6865d08e64d1bbe531d8e0f8e45a2?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/0da6865d08e64d1bbe531d8e0f8e45a2
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00027,1893-04-02 – 1893-12-10,https://digitarq.arquivos.pt/fileViewer/9cccb0309ac04aa2b86d3ae7469ad85f?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/9cccb0309ac04aa2b86d3ae7469ad85f
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00028,1894-03-04 – 1894-12-16,https://digitarq.arquivos.pt/fileViewer/ddbc7800b3ea47b8b7328f9cd4bbb68b?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/ddbc7800b3ea47b8b7328f9cd4bbb68b
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00029,1895-01-16 – 1895-12-19,https://digitarq.arquivos.pt/fileViewer/69167bcad6b04e56aa19f46202647a18?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/69167bcad6b04e56aa19f46202647a18
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00030,1896-01-19 – 1896-12-22,https://digitarq.arquivos.pt/fileViewer/f932a1d6c45a4548a7fdbd107fea184d?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/f932a1d6c45a4548a7fdbd107fea184d
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00031,1897-02-04 – 1897-10-23,https://digitarq.arquivos.pt/fileViewer/dacfe643a9ac45a68da584b7084efb4c?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/dacfe643a9ac45a68da584b7084efb4c
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00032,1898-02-06 – 1898-12-08,https://digitarq.arquivos.pt/fileViewer/f35f27b4a7e149fd934f0e3c9f35f61b?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/f35f27b4a7e149fd934f0e3c9f35f61b
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00033,1899-01-11 – 1899-12-17,https://digitarq.arquivos.pt/fileViewer/5813299d66954260af49f515995ee5ca?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/5813299d66954260af49f515995ee5ca
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00034,1900-01-04 – 1900-12-29,https://digitarq.arquivos.pt/fileViewer/2240cc29bbce41eb95be0fa7a06e38bc?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/2240cc29bbce41eb95be0fa7a06e38bc
Baraçal,clb03,Registos de óbitos,PT/ADGRD/PRQ/PCLB03/003/00035,1901-01-17 – 1901-12-29,https://digitarq.arquivos.pt/fileViewer/6e61e33f904a4ea19243dc798163f3af?isRepresentation=false,https://digitarq.arquivos.pt/documentDetails/6e61e33f904a4ea19243dc798163f3af
